Timestamp,PosX,PosY,PosZ,QuaX,QuaY,QuaZ,QuaW
1715738544429,0.09124459,-0.3200784,-0.1773009,-0.01345999,0.51986,0.8538592,-0.02210842
1715738545349,0.09467061,-0.3178498,-0.159131,0.04432943,0.5190723,0.85223,-0.04799177
1715738545471,0.08498928,-0.3249998,-0.1549726,0.05391839,0.7091533,0.7018277,-0.0404056
1715738545499,0.08486557,-0.3249996,-0.1550384,0.05439993,0.7094268,0.7014676,-0.04120695
1715738545551,0.08483084,-0.3250002,-0.1550922,0.0546293,0.7095111,0.7013455,-0.04152784
1715738545608,0.08476645,-0.3249996,-0.1551981,0.05510765,0.7096313,0.7011493,-0.04214773
1715738545664,0.08469665,-0.3249998,-0.1552901,0.05561744,0.7097415,0.7009578,-0.04280183
1715738545686,0.08461417,-0.325,-0.1553213,0.05601032,0.7097985,0.7008335,-0.04337679
1715738545710,0.08457768,-0.3249999,-0.1553133,0.05614591,0.7097894,0.700819,-0.04358871
1715738545733,0.08454175,-0.3249998,-0.1552937,0.0562824,0.7097532,0.7008323,-0.04378893
1715738545754,0.08451021,-0.325,-0.1552634,0.05641077,0.7097029,0.7008616,-0.04396616
1715738545779,0.08448224,-0.3249996,-0.1552219,0.05653245,0.7096434,0.7009017,-0.04413351
1715738545821,0.08445896,-0.3249996,-0.155169,0.05664363,0.7095668,0.7009593,-0.04430541
1715738545843,0.0844376,-0.3249998,-0.1550548,0.05676206,0.7094063,0.7010946,-0.04457922
1715738545875,0.08444026,-0.3249997,-0.1549767,0.05677047,0.7093067,0.7011886,-0.04468127
1715738545906,0.0844574,-0.3249998,-0.1548383,0.056715,0.709152,0.7013453,-0.04474377
1715738545928,0.08448327,-0.3249996,-0.1546877,0.05661257,0.7090025,0.7015058,-0.044723
1715738545953,0.08450694,-0.3249999,-0.1545632,0.05652513,0.7088873,0.7016312,-0.04469191
1715738545974,0.08453453,-0.3249998,-0.1544255,0.05643653,0.7087662,0.7017626,-0.04466365
1715738545995,0.08456185,-0.325,-0.1543005,0.05637413,0.7086552,0.7018794,-0.04466427
1715738546018,0.08459857,-0.325,-0.1541643,0.05631686,0.7085347,0.7020066,-0.04465169
1715738546040,0.08463885,-0.3249996,-0.1540291,0.05626943,0.7084169,0.7021307,-0.04463146
1715738546062,0.08470526,-0.325,-0.1538577,0.05620926,0.7082624,0.7022978,-0.04453218
1715738546085,0.08477268,-0.3249998,-0.1536854,0.05615389,0.7081151,0.7024577,-0.04441889
1715738546108,0.08484556,-0.325,-0.1535043,0.05609987,0.7079667,0.7026198,-0.04429007
1715738546130,0.0849195,-0.3249996,-0.153315,0.05604229,0.7078433,0.702757,-0.04415738
1715738546155,0.08498646,-0.3249997,-0.1531294,0.05598243,0.7077547,0.7028591,-0.04403096
1715738546176,0.08505435,-0.3249998,-0.1529351,0.05591745,0.707692,0.7029363,-0.04388977
1715738546200,0.08511376,-0.3249998,-0.1527714,0.05586125,0.7076736,0.7029688,-0.04373537
1715738546224,0.08518867,-0.325,-0.1526079,0.05582778,0.7076744,0.7029825,-0.0435424
1715738546249,0.08527584,-0.325,-0.1524443,0.05582295,0.7076934,0.7029771,-0.04332989
1715738546273,0.0853718,-0.3249998,-0.1522906,0.05585289,0.7077304,0.7029501,-0.04311816
1715738546300,0.08547793,-0.3249998,-0.1521436,0.05590346,0.7077926,0.7028965,-0.04290627
1715738546324,0.08559643,-0.3249998,-0.1519939,0.05596193,0.7078753,0.702822,-0.04269018
1715738546352,0.08572055,-0.3249998,-0.1518499,0.0560253,0.707978,0.7027258,-0.0424878
1715738546379,0.08586234,-0.3249998,-0.1516993,0.05609977,0.7081186,0.7025898,-0.04228957
1715738546406,0.08600624,-0.3249999,-0.151557,0.056167,0.7082862,0.7024269,-0.04210237
1715738546432,0.08615208,-0.3249996,-0.1514179,0.05622133,0.7084609,0.7022581,-0.04190587
1715738546454,0.0862987,-0.325,-0.1512824,0.05626587,0.7086291,0.7020972,-0.04169736
1715738546478,0.08642671,-0.3249996,-0.1511683,0.05629802,0.708766,0.7019677,-0.04150607
1715738546501,0.08656297,-0.3249998,-0.1510529,0.05631886,0.7088937,0.7018503,-0.04128302
1715738546523,0.08670819,-0.3249998,-0.1509356,0.05632158,0.7090189,0.7017391,-0.04102151
1715738546549,0.08685186,-0.3249999,-0.1508237,0.05631404,0.7091373,0.7016357,-0.04075029
1715738546571,0.08702645,-0.325,-0.1506917,0.05628644,0.7092745,0.7015199,-0.04039756
1715738546593,0.08717198,-0.3249998,-0.1505821,0.05625178,0.7093772,0.7014368,-0.04008137
1715738546615,0.08730582,-0.3249998,-0.1504841,0.05622234,0.7094613,0.7013703,-0.03979171
1715738546636,0.08744279,-0.3250003,-0.1503867,0.05619398,0.7095344,0.7013157,-0.0394951
1715738546661,0.08757421,-0.3249998,-0.1502926,0.0561661,0.7095771,0.7012902,-0.03921596
1715738546683,0.08771668,-0.325,-0.1501888,0.05613514,0.7096019,0.7012838,-0.03893081
1715738546706,0.08785746,-0.3249997,-0.1500849,0.05610202,0.7096019,0.7013007,-0.03866671
1715738546730,0.08801851,-0.3249998,-0.1499658,0.05605578,0.7095676,0.7013549,-0.03838262
1715738546752,0.08817231,-0.3249996,-0.1498523,0.05600649,0.7095259,0.7014146,-0.03812841
1715738546778,0.08832536,-0.325,-0.1497393,0.05594585,0.7094889,0.7014707,-0.03787703
1715738546808,0.08850464,-0.3249998,-0.1496079,0.05586012,0.7094542,0.7015278,-0.0375954
1715738546834,0.08872522,-0.3249996,-0.1494481,0.05575822,0.7094324,0.7015738,-0.03729404
1715738546855,0.08890181,-0.3249998,-0.1493256,0.05569026,0.7094312,0.7015906,-0.0371056
1715738546878,0.08905669,-0.3249997,-0.1492235,0.05563559,0.7094302,0.7016035,-0.03696048
1715738546900,0.08920775,-0.325,-0.1491324,0.05560322,0.7094274,0.7016144,-0.03685624
1715738546921,0.08936192,-0.3249998,-0.1490495,0.05558966,0.709419,0.7016281,-0.03677988
1715738546943,0.08952405,-0.325,-0.1489683,0.0555804,0.709404,0.7016479,-0.03671052
1715738546966,0.08968383,-0.3249998,-0.1488973,0.0555832,0.7093802,0.7016742,-0.03665982
