Timestamp,LeftRoll,LeftFootHeight,RightRoll,RightFootHeight
1717670128456,0,0,0,0.01
1717670128529,0,0,0,0.01
1717670128550,0,0,0,0.01
1717670128571,0,0,0,0.01
1717670128624,0,0,0,0.01
1717670128645,0,0,0,0.01
1717670128651,0,0,0,0.01
1717670128659,0,0,0,0.01
1717670128666,0,0,0,0.01
1717670128672,0,0,0,0.01
1717670128679,0,0,0,0.01
1717670128686,0,0,0,0.01
1717670128698,0,0,0,0.01
1717670128706,0,0,0,0.01
1717670128712,0,0,0,0.01
1717670128719,0,0,0,0.01
1717670128727,0,0,0,0.01
1717670128734,0,0,0,0.01
1717670128741,0,0,0,0.01
1717670128747,0,0,0,0.01
1717670128754,0,0,0,0.01
1717670128761,0,0,0,0.01
1717670128767,0,0,0,0.01
1717670128774,0,0,0,0.01
1717670128784,0,0,0,0.01
1717670128793,0,0,0,0.01
1717670128801,0,0,0,0.01
1717670128807,0,0,0,0.01
1717670128815,0,0,0,0.01
1717670128823,0,0,0,0.01
1717670128830,0,0,0,0.01
1717670128836,0,0,0,0.01
1717670128849,0,0,0,0.01
1717670128856,0,0,0,0.01
1717670128865,0,0,0,0.01
1717670128871,0,0,0,0.01
1717670128878,0,0,0,0.01
1717670128886,0,0,0,0.01
1717670128893,0,0,0,0.01
1717670128901,0,0,0,0.01
1717670128906,0,0,0,0.01
1717670128915,0,0,0,0.01
1717670128921,0,0,0,0.01
1717670128929,0,0,0,0.01
1717670128935,0,0,0,0.01
1717670128942,0,0,0,0.01
1717670128950,0,0,0,0.01
1717670128957,0,0,0,0.01
1717670128964,0,0,0,0.01
1717670128970,0,0,0,0.01
1717670128978,0,0,0,0.01
1717670128985,0,0,0,0.01
1717670128992,0,0,0,0.01
1717670129004,0,0,0,0.01
1717670129010,0,0,0,0.01
1717670129018,0,0,0,0.01
1717670129024,0,0,0,0.01
1717670129030,0,0,0,0.01
1717670129038,0,0,0,0.01
1717670129045,0,0,0,0.01
1717670129053,0,0,0,0.01
1717670129060,0,0,0,0.01
1717670129068,0,0,0,0.01
1717670129075,0,0,0,0.01
1717670129081,0,0,0,0.01
1717670129089,0,0,0,0.01
1717670129097,0,0,0,0.01
1717670129105,0,0,0,0.01
1717670129112,0,0,0,0.01
1717670129120,0,0,0,0.01
1717670129127,0,0,0,0.01
1717670129135,0,0,0,0.01
1717670129145,0,0,0,0.01
1717670129161,0,0,0,0.01
1717670129172,0,0,0,0.01
1717670129179,0,0,0,0.01
1717670129187,0,0,0,0.01
1717670129195,0,0,0,0.01
1717670129201,0,0,0,0.01
1717670129210,0,0,0,0.01
1717670129218,0,0,0,0.01
1717670129225,0,0,0,0.01
1717670129233,0,0,0,0.01
1717670129239,0,0,0,0.01
