1715237292808,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237293695,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237293779,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237293824,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237293836,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237293844,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237293878,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237293898,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237293908,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237293921,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237293942,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237293961,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237293980,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237294000,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237294014,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237294030,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237294049,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237294066,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237294084,0,1.7,0.148,0,0.001859229,0,0.9999983
1715237294102,0,1PosX,PosY,PosZ,QuaX,QuaY,QuaZ,QuaW
