Timestamp,LeftRoll,LeftFootHeight,RightRoll,RightFootHeight
1716030643298,15.69981,0.0676493,11.18238,0.04848318
1716030643375,15.69985,0.0676495,11.18238,0.04848318
1716030643394,15.69986,0.06764953,11.18239,0.04848322
1716030643404,15.69985,0.06764948,11.18242,0.04848332
1716030643412,15.69984,0.06764944,11.18244,0.04848343
1716030643419,15.69984,0.06764944,11.18244,0.04848343
1716030643427,15.69984,0.06764944,11.18248,0.04848359
1716030643435,15.69983,0.06764941,11.18251,0.04848371
1716030643442,15.69983,0.06764941,11.18251,0.04848371
1716030643449,15.69983,0.06764941,11.18251,0.04848371
1716030643458,15.69983,0.06764941,11.18251,0.04848371
1716030643464,15.69983,0.06764941,11.18251,0.04848371
1716030643472,15.69983,0.06764941,11.18251,0.04848371
1716030643479,15.69983,0.06764941,11.18251,0.04848371
1716030643485,15.69983,0.06764941,11.18251,0.04848371
1716030643493,15.69982,0.06764936,11.18251,0.04848374
1716030643501,15.69979,0.06764922,11.18257,0.04848399
1716030643507,15.69978,0.06764919,11.18258,0.04848401
1716030643515,15.69978,0.06764919,11.18258,0.04848401
1716030643523,15.69977,0.06764914,11.18258,0.04848401
1716030643534,15.69977,0.06764914,11.18258,0.04848401
1716030643542,15.69976,0.06764911,11.18257,0.04848397
1716030643548,15.69976,0.06764911,11.18257,0.04848397
1716030643554,15.69976,0.06764911,11.18257,0.04848397
1716030643561,15.69976,0.06764911,11.18257,0.04848397
1716030643568,15.69976,0.06764911,11.18257,0.04848397
1716030643575,15.69976,0.06764911,11.18257,0.04848397
1716030643587,15.69976,0.06764911,11.18257,0.04848397
1716030643594,15.69974,0.06764901,11.18253,0.0484838
1716030643602,15.69975,0.06764904,11.18252,0.04848377
1716030643608,15.69975,0.06764904,11.18252,0.04848377
1716030643617,15.69975,0.06764906,11.18252,0.04848375
1716030643624,15.69977,0.06764913,11.1825,0.04848368
1716030643631,15.69977,0.06764913,11.1825,0.04848368
1716030643638,15.69979,0.06764924,11.1825,0.04848366
1716030643645,15.69979,0.06764924,11.1825,0.04848366
1716030643651,15.69979,0.06764924,11.1825,0.04848366
1716030643659,15.69979,0.06764924,11.1825,0.04848366
1716030643666,15.69979,0.06764924,11.1825,0.04848366
1716030643673,15.69979,0.06764924,11.1825,0.04848366
1716030643680,15.69979,0.06764924,11.1825,0.04848366
1716030643687,15.69979,0.06764924,11.1825,0.04848366
1716030643694,15.69979,0.06764924,11.1825,0.04848366
1716030643702,15.69983,0.06764941,11.18245,0.04848347
1716030643709,15.69984,0.06764942,11.18244,0.04848344
1716030643716,15.69984,0.06764942,11.18244,0.04848344
1716030643723,15.69984,0.06764942,11.18243,0.04848339
1716030643730,15.69984,0.06764942,11.18243,0.04848339
1716030643738,15.69984,0.06764942,11.18241,0.04848329
1716030643745,15.69985,0.06764946,11.18239,0.04848321
1716030643753,15.69985,0.06764946,11.18239,0.04848321
1716030643760,15.69985,0.06764946,11.18239,0.04848321
1716030643767,15.69985,0.06764946,11.18239,0.04848321
1716030643774,15.69985,0.06764946,11.18239,0.04848321
1716030643781,15.69985,0.06764946,11.18239,0.04848321
1716030643792,15.69985,0.06764946,11.18239,0.04848321
