Timestamp,LeftRoll,LeftFootHeight,RightRoll,RightFootHeight
1715257602824,0,0,0,0
1715257602894,0,0,0,0
1715257602948,0,0,0,0
1715257602980,0,0,0,0
1715257603011,0,0,0,0
1715257603054,0,0,0,0
1715257603073,0,0,0,0
1715257603090,0,0,0,0
1715257603104,0,0,0,0
1715257603119,0,0,0,0
1715257603133,0,0,0,0
1715257603147,0,0,0,0
1715257603160,0,0,0,0
1715257603174,0,0,0,0
1715257603188,0,0,0,0
1715257603201,0,0,0,0
1715257603215,0,0,0,0
1715257603229,0,0,0,0
1715257603242,0,0,0,0
1715257603256,0,0,0,0
1715257603268,0,0,0,0
1715257603283,0,0,0,0
1715257603297,0,0,0,0
1715257603308,0,0,0,0
1715257603323,0,0,0,0
1715257603336,0,0,0,0
1715257603367,0,0,0,0
1715257603392,0,0,0,0
1715257603417,0,0,0,0
1715257603440,0,0,0,0
1715257603457,0,0,0,0
1715257603474,0,0,0,0
1715257603489,0,0,0,0
1715257603502,0,0,0,0
1715257603518,0,0,0,0
1715257603534,0,0,0,0
1715257603550,0,0,0,0
1715257603564,0,0,0,0
1715257603579,0,0,0,0
1715257603594,0,0,0,0
1715257603611,0,0,0,0
1715257603630,0,0,0,0
1715257603649,0,0,0,0
1715257603662,0,0,0,0
1715257603678,0,0,0,0
1715257603691,0,0,0,0
1715257603705,0,0,0,0
1715257603718,0,0,0,0
1715257603732,0,0,0,0
1715257603746,0,0,0,0
1715257603759,0,0,0,0
1715257603773,0,0,0,0
1715257603787,0,0,0,0
1715257603799,0,0,0,0
1715257603812,0,0,0,0
1715257603822,0,0,0,0
1715257603834,0,0,0,0
1715257603848,0,0,0,0
1715257603861,0,0,0,0
1715257603875,0,0,0,0
1715257603888,0,0,0,0
1715257603902,0,0,0,0
1715257603916,0,0,0,0
1715257603928,0,0,0,0
1715257603942,0,0,0,0
1715257603954,0,0,0,0
1715257603968,0,0,0,0
1715257603981,0,0,0,0
1715257603996,0,0,0,0
1715257604009,0,0,0,0
1715257604022,0,0,0,0
1715257604038,0,0,0,0
1715257604054,0,0,0,0
1715257604069,0,0,0,0
1715257604084,0,0,0,0
1715257604100,0,0,0,0
1715257604116,0,0,0,0
1715257604130,0,0,0,0
1715257604144,0,0,0,0
1715257604160,0,0,0,0
1715257604178,0,0,0,0
1715257604192,0,0,0,0
1715257604207,0,0,0,0
1715257604221,0,0,0,0
1715257604235,0,0,0,0
1715257604250,0,0,0,0
1715257604265,0,0,0,0
1715257604280,0,0,0,0
1715257604296,0,0,0,0
1715257604311,0,0,0,0
1715257604328,0,0,0,0
1715257604344,0,0,0,0
