Timestamp,LeftRoll,LeftFootHeight,RightRoll,RightFootHeight
1715864732480,0,0.01,0,0
1715864732593,0,0.01,0,0
1715864732636,0,0.01,0,0
1715864732660,0,0.01,0,0
1715864732686,0,0.01,0,0
1715864732712,0,0.01,0,0
1715864732741,0,0.01,0,0
1715864732765,0,0.01,0,0
1715864732787,0,0.01,0,0
1715864732808,0,0.01,0,0
1715864732829,0,0.01,0,0
1715864732849,0,0.01,0,0
1715864732871,0,0.01,0,0
1715864732895,0,0.01,0,0
1715864732919,0,0.01,0,0
1715864732948,0,0.01,0,0
1715864732975,0,0.01,0,0
1715864733000,0,0.01,0,0
1715864733030,0,0.01,0,0
1715864733059,0,0.01,0,0
1715864733085,0,0.01,0,0
1715864733119,0,0.01,0,0
1715864733150,0,0.01,0,0
1715864733178,0,0.01,0,0
1715864733205,0,0.01,0,0
1715864733229,0,0.01,0,0
1715864733253,0,0.01,0,0
1715864733277,0,0.01,0,0
1715864733300,0,0.01,0,0
1715864733322,0,0.01,0,0
1715864733345,0,0.01,0,0
1715864733369,0,0.01,0,0
1715864733392,0,0.01,0,0
1715864733413,0,0.01,0,0
1715864733438,0,0.01,0,0
1715864733462,0,0.01,0,0
1715864733489,0,0.01,0,0
1715864733514,0,0.01,0,0
1715864733537,0,0.01,0,0
1715864733566,0,0.01,0,0
1715864733590,0,0.01,0,0
1715864733614,0,0.01,0,0
1715864733636,0,0.01,0,0
1715864733657,0,0.01,0,0
1715864733679,0,0.01,0,0
1715864733701,0,0.01,0,0
1715864733723,0,0.01,0,0
1715864733745,0,0.01,0,0
1715864733769,0,0.01,0,0
1715864733795,0,0.01,0,0
1715864733817,0,0.01,0,0
1715864733842,0,0.01,0,0
1715864733865,0,0.01,0,0
1715864733891,0,0.01,0,0
1715864733912,0,0.01,0,0
1715864733935,0,0.01,0,0
1715864733959,0,0.01,0,0
1715864733980,0,0.01,0,0
1715864734003,0,0.01,0,0
1715864734028,0,0.01,0,0
1715864734050,0,0.01,0,0
1715864734073,0,0.01,0,0
1715864734096,0,0.01,0,0
1715864734119,0,0.01,0,0
1715864734146,0,0.01,0,0
1715864734172,0,0.01,0,0
1715864734195,0,0.01,0,0
1715864734218,0,0.01,0,0
1715864734246,0,0.01,0,0
1715864734268,0,0.01,0,0
1715864734293,0,0.01,0,0
1715864734314,0,0.01,0,0
1715864734339,0,0.01,0,0
1715864734362,0,0.01,0,0
1715864734384,0,0.01,0,0
1715864734406,0,0.01,0,0
1715864734427,0,0.01,0,0
1715864734448,0,0.01,0,0
1715864734471,0,0.01,0,0
1715864734495,0,0.01,0,0
1715864734520,0,0.01,0,0
1715864734546,0,0.01,0,0
1715864734571,0,0.01,0,0
1715864734596,0,0.01,0,0
1715864734623,0,0.01,0,0
1715864734649,0,0.01,0,0
1715864734672,0,0.01,0,0
1715864734695,0,0.01,0,0
1715864734718,0,0.01,0,0
1715864734740,0,0.01,0,0
1715864734760,0,0.01,0,0
1715864734781,0,0.01,0,0
1715864734801,0,0.01,0,0
1715864734821,0,0.01,0,0
1715864734841,0,0.01,0,0
1715864734862,0,0.01,0,0
1715864734884,0,0.01,0,0
1715864734905,0,0.01,0,0
1715864734927,0,0.01,0,0
1715864734948,0,0.01,0,0
1715864734969,0,0.01,0,0
1715864734991,0,0.01,0,0
1715864735012,0,0.01,0,0
1715864735033,0,0.01,0,0
1715864735054,0,0.01,0,0
1715864735074,0,0.01,0,0
1715864735093,0,0.01,0,0
1715864735118,0,0.01,0,0
1715864735139,0,0.01,0,0
1715864735162,0,0.01,0,0
1715864735183,0,0.01,0,0
1715864735207,0,0.01,0,0
1715864735227,0,0.01,0,0
1715864735254,0,0.01,0,0
1715864735282,0,0.01,0,0
1715864735301,0,0.01,0,0
1715864735331,0,0.01,0,0
1715864735359,0,0.01,0,0
1715864735388,0,0.01,0,0
1715864735416,0,0.01,0,0
1715864735448,0,0.01,0,0
1715864735468,0,0.01,0,0
1715864735488,0,0.01,0,0
1715864735509,0,0.01,0,0
1715864735530,0,0.01,0,0
1715864735550,0,0.01,0,0
1715864735571,0,0.01,0,0
1715864735591,0,0.01,0,0
1715864735612,0,0.01,0,0
1715864735635,0,0.01,0,0
1715864735656,0,0.01,0,0
1715864735678,0,0.01,0,0
1715864735701,0,0.01,0,0
1715864735728,0,0.01,0,0
1715864735753,0,0.01,0,0
1715864735781,0,0.01,0,0
1715864735806,0,0.01,0,0
1715864735830,0,0.01,0,0
1715864735852,0,0.01,0,0
1715864735875,0,0.01,0,0
1715864735904,0,0.01,0,0
1715864735934,0,0.01,0,0
1715864735961,0,0.01,0,0
1715864736003,0,0.01,0,0
1715864736030,0,0.01,0,0
1715864736054,0,0.01,0,0
1715864736081,0,0.01,0,0
1715864736108,0,0.01,0,0
1715864736135,0,0.01,0,0
1715864736162,0,0.01,0,0
1715864736190,0,0.01,0,0
1715864736214,0,0.01,0,0
1715864736238,0,0.01,0,0
1715864736261,0,0.01,0,0
1715864736284,0,0.01,0,0
1715864736306,0,0.01,0,0
1715864736326,0,0.01,0,0
1715864736347,0,0.01,0,0
1715864736370,0,0.01,0,0
1715864736394,0,0.01,0,0
1715864736417,0,0.01,0,0
1715864736438,0,0.01,0,0
1715864736458,0,0.01,0,0
1715864736480,0,0.01,0,0
1715864736500,0,0.01,0,0
1715864736522,0,0.01,0,0
1715864736543,0,0.01,0,0
1715864736566,0,0.01,0,0
1715864736588,0,0.01,0,0
1715864736609,0,0.01,0,0
1715864736630,0,0.01,0,0
1715864736650,0,0.01,0,0
1715864736672,0,0.01,0,0
1715864736691,0,0.01,0,0
1715864736714,0,0.01,0,0
1715864736738,0,0.01,0,0
1715864736762,0,0.01,0,0
1715864736785,0,0.01,0,0
1715864736808,0,0.01,0,0
1715864736831,0,0.01,0,0
1715864736858,0,0.01,0,0
1715864736882,0,0.01,0,0
1715864736909,0,0.01,0,0
1715864736939,0,0.01,0,0
1715864736968,0,0.01,0,0
1715864736994,0,0.01,0,0
1715864737015,0,0.01,0,0
1715864737038,0,0.01,0,0
1715864737063,0,0.01,0,0
1715864737085,0,0.01,0,0
1715864737110,0,0.01,0,0
1715864737134,0,0.01,0,0
1715864737164,0,0.01,0,0
1715864737189,0,0.01,0,0
1715864737222,0,0.01,0,0
1715864737255,0,0.01,0,0
1715864737288,0,0.01,0,0
1715864737317,0,0.01,0,0
1715864737354,0,0.01,0,0
1715864737388,0,0.01,0,0
