Timestamp,LeftRoll,LeftFootHeight,RightRoll,RightFootHeight,CntFtAboveStep,CntFtStep
1715348481443,15.06145,0.0961463,14.59633,0.09324275,0,0
1715348481482,15.06145,0.09614628,14.59626,0.09324227,1,0
1715348481524,15.06145,0.09614631,14.59627,0.09324234,1,0
1715348481553,15.06146,0.09614635,14.59627,0.09324236,1,0
1715348481569,15.06146,0.09614635,14.59627,0.09324236,1,0
1715348481581,15.06146,0.09614635,14.59627,0.09324236,1,0
1715348481596,15.06141,0.09614606,14.59623,0.09324208,1,0
1715348481609,15.06143,0.09614617,14.59623,0.09324209,1,0
1715348481624,15.06144,0.09614623,14.59623,0.0932421,1,0
1715348481638,15.06146,0.09614633,14.59622,0.09324208,1,0
1715348481652,15.06146,0.09614633,14.59622,0.09324208,1,0
1715348481665,15.06146,0.09614633,14.59622,0.09324208,1,0
1715348481679,15.06146,0.09614633,14.59622,0.09324208,1,0
1715348481693,15.06143,0.09614615,14.5962,0.09324192,1,0
1715348481707,15.06141,0.09614606,14.59619,0.09324186,1,0
1715348481721,15.0614,0.09614599,14.59618,0.0932418,1,0
1715348481735,15.06139,0.09614594,14.59618,0.0932418,1,0
1715348481749,15.06139,0.09614594,14.59618,0.0932418,1,0
1715348481762,15.06139,0.09614594,14.59618,0.0932418,1,0
1715348481776,15.06139,0.09614594,14.59618,0.0932418,1,0
1715348481790,15.06143,0.09614617,14.59623,0.09324213,1,0
1715348481804,15.06144,0.09614623,14.59623,0.09324209,1,0
1715348481818,15.06143,0.09614614,14.59623,0.09324208,1,0
1715348481832,15.06143,0.09614614,14.59621,0.09324197,1,0
1715348481845,15.06143,0.09614614,14.59621,0.09324197,1,0
1715348481860,15.06143,0.09614614,14.59621,0.09324197,1,0
1715348481874,15.06143,0.09614614,14.59621,0.09324197,1,0
1715348481887,15.06142,0.09614612,14.59622,0.09324206,1,0
1715348481902,15.06141,0.09614604,14.59621,0.093242,1,0
1715348481915,15.06141,0.09614604,14.59622,0.09324204,1,0
1715348481930,15.0614,0.09614599,14.59622,0.09324206,1,0
1715348481943,15.06139,0.09614591,14.59622,0.09324202,1,0
1715348481957,15.06139,0.09614591,14.59622,0.09324202,1,0
1715348481971,15.06139,0.09614591,14.59622,0.09324202,1,0
1715348481985,15.06139,0.09614591,14.59622,0.09324202,1,0
1715348481999,15.06139,0.0961459,14.59613,0.09324149,1,0
1715348482013,15.06139,0.09614594,14.5961,0.0932413,1,0
1715348482026,15.06141,0.09614602,14.59609,0.09324121,1,0
1715348482041,15.0614,0.09614599,14.59606,0.09324106,1,0
1715348482054,15.0614,0.09614599,14.59604,0.09324091,1,0
1715348482069,15.0614,0.09614599,14.59604,0.09324091,1,0
1715348482082,15.0614,0.09614599,14.59604,0.09324091,1,0
1715348482096,15.06137,0.09614579,14.59598,0.09324057,1,0
1715348482110,15.06138,0.09614583,14.59597,0.09324048,1,0
1715348482124,15.06137,0.09614582,14.59598,0.09324053,1,0
1715348482138,15.0614,0.096146,14.59598,0.09324054,1,0
1715348482152,15.0614,0.096146,14.59598,0.09324054,1,0
1715348482167,15.0614,0.096146,14.59598,0.09324054,1,0
1715348482180,15.0614,0.096146,14.59598,0.09324054,1,0
1715348482194,15.0614,0.096146,14.59598,0.09324054,1,0
1715348482209,15.06157,0.09614702,14.59595,0.09324032,1,0
1715348482222,15.06159,0.0961472,14.59594,0.09324028,1,0
1715348482236,15.06163,0.09614741,14.59593,0.09324022,1,0
1715348482251,15.06165,0.09614754,14.59593,0.09324021,1,0
1715348482264,15.06165,0.09614754,14.59593,0.09324021,1,0
1715348482278,15.06165,0.09614754,14.59593,0.09324021,1,0
1715348482292,15.06165,0.09614754,14.59593,0.09324021,1,0
1715348482306,15.06158,0.09614713,14.59594,0.09324027,1,0
1715348482320,15.06158,0.09614709,14.59593,0.09324025,1,0
1715348482334,15.06158,0.09614711,14.59594,0.09324031,1,0
1715348482349,15.06157,0.09614702,14.59596,0.09324045,1,0
1715348482362,15.06157,0.09614702,14.59596,0.09324045,1,0
1715348482376,15.06157,0.09614702,14.59596,0.09324045,1,0
1715348482391,15.06157,0.09614702,14.59596,0.09324045,1,0
1715348482404,15.06163,0.09614741,14.59595,0.09324039,1,0
1715348482419,15.06164,0.09614748,14.59595,0.09324039,1,0
1715348482433,15.06166,0.09614763,14.59595,0.09324034,1,0
1715348482446,15.06167,0.09614768,14.59595,0.09324034,1,0
1715348482461,15.06167,0.09614768,14.59595,0.09324034,1,0
1715348482475,15.06167,0.09614768,14.59595,0.09324034,1,0
1715348482489,15.06167,0.09614768,14.59595,0.09324034,1,0
1715348482503,15.06172,0.09614801,14.59591,0.09324009,1,0
1715348482517,15.06173,0.09614805,14.5959,0.09324005,1,0
1715348482531,15.06172,0.09614801,14.59589,0.09324002,1,0
1715348482545,15.06172,0.09614798,14.59589,0.09323996,1,0
1715348482559,15.06172,0.09614796,14.59589,0.09324,1,0
1715348482573,15.06172,0.09614796,14.59589,0.09324,1,0
1715348482588,15.06172,0.09614796,14.59589,0.09324,1,0
1715348482602,15.06172,0.09614796,14.59589,0.09324,1,0
1715348482615,15.06165,0.09614755,14.59589,0.09323996,1,0
1715348482630,15.06165,0.09614753,14.5959,0.09324002,1,0
1715348482644,15.06164,0.09614746,14.59592,0.09324018,1,0
1715348482656,15.0616,0.09614721,14.59595,0.09324034,1,0
1715348482671,15.0616,0.09614721,14.59595,0.09324034,1,0
1715348482685,15.0616,0.09614721,14.59595,0.09324034,1,0
1715348482699,15.0616,0.09614721,14.59595,0.09324034,1,0
1715348482713,15.06152,0.09614673,14.59589,0.09323996,1,0
1715348482726,15.06149,0.09614655,14.59587,0.09323983,1,0
1715348482741,15.06147,0.09614644,14.59584,0.09323968,1,0
1715348482755,15.06145,0.09614631,14.59583,0.09323958,1,0
1715348482769,15.06146,0.09614635,14.59581,0.09323945,1,0
1715348482783,15.06146,0.09614635,14.59581,0.09323945,1,0
1715348482796,15.06146,0.09614635,14.59581,0.09323945,1,0
1715348482810,15.06144,0.09614626,14.59578,0.09323926,1,0
1715348482824,15.06144,0.09614622,14.59578,0.09323926,1,0
1715348482838,15.06144,0.09614626,14.59577,0.09323926,1,0
1715348482852,15.06144,0.09614626,14.59577,0.09323923,1,0
1715348482866,15.06145,0.09614632,14.59576,0.09323919,1,0
1715348482880,15.06145,0.09614632,14.59576,0.09323919,1,0
1715348482894,15.06145,0.09614632,14.59576,0.09323919,1,0
1715348482907,15.06145,0.09614632,14.59576,0.09323919,1,0
1715348482921,15.06149,0.09614654,14.59572,0.0932389,1,0
1715348482935,15.06148,0.09614649,14.59571,0.09323887,1,0
1715348482949,15.06147,0.09614642,14.59571,0.09323885,1,0
1715348482963,15.06145,0.09614633,14.59572,0.09323894,1,0
1715348482976,15.06145,0.09614632,14.59572,0.09323894,1,0
1715348482991,15.06145,0.09614632,14.59572,0.09323894,1,0
1715348483004,15.06145,0.09614632,14.59572,0.09323894,1,0
1715348483019,15.06151,0.09614668,14.59574,0.09323905,1,0
1715348483033,15.06153,0.09614681,14.59574,0.09323905,1,0
1715348483047,15.06156,0.09614696,14.59575,0.09323912,1,0
1715348483061,15.06158,0.09614709,14.59576,0.09323917,1,0
