Timestamp,LeftRoll,LeftFootHeight,RightRoll,RightFootHeight,CntFtAboveStep,CntFtStep
1715438542126,24.66192,0.1543874,8.956946,0.05760613,0,0
1715438542181,24.6692,0.1544301,8.961804,0.05763712,1,0
1715438542198,24.67028,0.1544365,8.964249,0.05765271,1,0
1715438542208,24.67285,0.1544515,8.965242,0.05765905,1,0
1715438542218,24.67201,0.1544466,8.965602,0.05766134,1,0
1715438542226,24.67249,0.1544494,8.966645,0.057668,1,0
1715438542239,24.67296,0.1544522,8.967459,0.05767319,1,0
1715438542246,24.67296,0.1544522,8.967459,0.05767319,1,0
1715438542250,24.67296,0.1544522,8.967459,0.05767319,1,0
1715438542255,24.67296,0.1544522,8.967459,0.05767319,1,0
1715438542260,24.67296,0.1544522,8.967459,0.05767319,1,0
1715438542264,24.67296,0.1544522,8.967459,0.05767319,1,0
1715438542269,24.67296,0.1544522,8.967459,0.05767319,1,0
1715438542273,24.67296,0.1544522,8.967459,0.05767319,1,0
1715438542278,24.67296,0.1544522,8.967459,0.05767319,1,0
1715438542284,24.67296,0.1544522,8.967459,0.05767319,1,0
1715438542289,24.6728,0.1544512,8.97008,0.05768991,1,0
1715438542293,24.6728,0.1544512,8.97008,0.05768991,1,0
1715438542301,24.67274,0.1544509,8.970572,0.05769305,1,0
1715438542306,24.67274,0.1544509,8.970572,0.05769305,1,0
1715438542312,24.67237,0.1544487,8.970964,0.05769555,1,0
1715438542316,24.67237,0.1544487,8.970964,0.05769555,1,0
1715438542321,24.67262,0.1544502,8.971307,0.05769773,1,0
1715438542325,24.67262,0.1544502,8.971307,0.05769773,1,0
1715438542330,24.67262,0.1544502,8.971307,0.05769773,1,0
1715438542335,24.67235,0.1544486,8.971622,0.05769975,1,0
1715438543215,24.66276,0.1543923,9.010963,0.05795068,1,0
1715438543252,24.66103,0.1543822,9.01126,0.05795257,1,0
1715438543262,24.66031,0.1543779,9.011589,0.05795467,1,0
1715438543276,24.66031,0.1543779,9.011589,0.05795467,1,0
1715438543288,24.66031,0.1543779,9.011589,0.05795467,1,0
1715438543302,24.66031,0.1543779,9.011589,0.05795467,1,0
1715438543316,24.66113,0.1543827,9.014669,0.05797432,1,0
1715438543330,24.66061,0.1543797,9.014709,0.05797457,1,0
1715438543343,24.65999,0.154376,9.014871,0.0579756,1,0
1715438543357,24.6597,0.1543743,9.015063,0.05797683,1,0
1715438543371,24.65971,0.1543744,9.015277,0.05797819,1,0
1715438543385,24.65971,0.1543744,9.015277,0.05797819,1,0
1715438543398,24.65971,0.1543744,9.015277,0.05797819,1,0
1715438543413,24.65992,0.1543756,9.015656,0.05798061,1,0
1715438543426,24.66194,0.1543875,9.018559,0.05799913,1,0
1715438543439,24.66081,0.1543809,9.018675,0.05799986,1,0
1715438543453,24.65765,0.1543623,9.018363,0.05799787,1,0
1715438543467,24.65765,0.1543623,9.018363,0.05799787,1,0
1715438543480,24.65748,0.1543613,9.019236,0.05800344,1,0
1715438543494,24.65748,0.1543613,9.019236,0.05800344,1,0
1715438543508,24.65748,0.1543613,9.019236,0.05800344,1,0
1715438543522,24.66084,0.154381,9.022145,0.058022,1,0
1715438543536,24.6586,0.1543679,9.021604,0.05801854,1,0
1715438543550,24.65542,0.1543493,9.021437,0.05801748,1,0
1715438543563,24.65621,0.1543539,9.022349,0.0580233,1,0
1715438543578,24.65621,0.1543539,9.022349,0.0580233,1,0
1715438543591,24.65621,0.1543539,9.022349,0.0580233,1,0
1715438543605,24.65621,0.1543539,9.022349,0.0580233,1,0
1715438543619,24.65628,0.1543543,9.024142,0.05803473,1,0
1715438543633,24.65668,0.1543566,9.025402,0.05804277,1,0
1715438543646,24.65871,0.1543685,9.026868,0.05805212,1,0
1715438543661,24.66042,0.1543786,9.027521,0.05805628,1,0
1715438543675,24.65931,0.154372,9.027255,0.05805459,1,0
1715438543688,24.65931,0.154372,9.027255,0.05805459,1,0
1715438543702,24.65931,0.154372,9.027255,0.05805459,1,0
1715438543716,24.65931,0.154372,9.027255,0.05805459,1,0
1715438543730,24.65856,0.1543677,9.030033,0.05807231,1,0
1715438543744,24.65874,0.1543687,9.030381,0.05807452,1,0
1715438543758,24.65567,0.1543507,9.029359,0.058068,1,0
1715438543773,24.65153,0.1543264,9.028969,0.05806551,1,0
1715438543787,24.65153,0.1543264,9.028969,0.05806551,1,0
1715438543800,24.65153,0.1543264,9.028969,0.05806551,1,0
1715438543814,24.65153,0.1543264,9.028969,0.05806551,1,0
1715438543829,24.65627,0.1543542,9.032196,0.0580861,1,0
1715438543843,24.65312,0.1543357,9.031581,0.05808217,1,0
1715438543856,24.64924,0.154313,9.032317,0.05808687,1,0
1715438543871,24.65,0.1543174,9.033265,0.05809291,1,0
1715438543885,24.65,0.1543174,9.033265,0.05809291,1,0
1715438543898,24.65,0.1543174,9.033265,0.05809291,1,0
1715438543913,24.65,0.1543174,9.033265,0.05809291,1,0
1715438543926,24.6495,0.1543145,9.0345,0.05810079,1,0
1715438543940,24.6495,0.1543145,9.0345,0.05810079,1,0
1715438543954,24.6478,0.1543045,9.034922,0.05810348,1,0
1715438543968,24.64844,0.1543083,9.035745,0.05810872,1,0
1715438543981,24.65022,0.1543187,9.036809,0.05811552,1,0
1715438543995,24.65022,0.1543187,9.036809,0.05811552,1,0
1715438544010,24.65022,0.1543187,9.036809,0.05811552,1,0
1715438544023,24.65022,0.1543187,9.036809,0.05811552,1,0
1715438544037,24.64676,0.1542984,9.037179,0.05811788,1,0
1715438544052,24.6478,0.1543045,9.038098,0.05812374,1,0
1715438544065,24.64966,0.1543154,9.039267,0.05813119,1,0
1715438544079,24.65068,0.1543214,9.039789,0.05813452,1,0
1715438544093,24.65068,0.1543214,9.039789,0.05813452,1,0
1715438544108,24.65068,0.1543214,9.039789,0.05813452,1,0
1715438544121,24.65068,0.1543214,9.039789,0.05813452,1,0
1715438544135,24.64865,0.1543095,9.040942,0.05814188,1,0
1715438544149,24.64958,0.1543149,9.041626,0.05814623,1,0
1715438544163,24.64979,0.1543162,9.042107,0.0581493,1,0
1715438544177,24.64979,0.1543162,9.042107,0.0581493,1,0
1715438544191,24.64984,0.1543165,9.042332,0.05815074,1,0
1715438544205,24.64984,0.1543165,9.042332,0.05815074,1,0
1715438544218,24.64984,0.1543165,9.042332,0.05815074,1,0
1715438544233,24.64991,0.1543169,9.042645,0.05815274,1,0
1715438544247,24.65314,0.1543358,9.045738,0.05817246,1,0
1715438544260,24.65267,0.1543331,9.045795,0.05817283,1,0
1715438544274,24.6513,0.1543251,9.04523,0.05816922,1,0
1715438544289,24.64976,0.154316,9.044776,0.05816633,1,0
1715438544303,24.64976,0.154316,9.044776,0.05816633,1,0
1715438544317,24.64976,0.154316,9.044776,0.05816633,1,0
1715438544330,24.64976,0.154316,9.044776,0.05816633,1,0
1715438544344,24.65275,0.1543335,9.048018,0.058187,1,0
1715438544358,24.65078,0.154322,9.047495,0.05818367,1,0
1715438544373,24.64931,0.1543133,9.047186,0.0581817,1,0
1715438544387,24.64869,0.1543097,9.047621,0.05818447,1,0
1715438544415,24.64869,0.1543097,9.047621,0.05818447,1,0
1715438544428,24.64869,0.1543097,9.047621,0.05818447,1,0
1715438544442,24.64719,0.1543009,9.048252,0.05818849,1,0
1715438544456,24.64715,0.1543007,9.048497,0.05819006,1,0
1715438544470,24.64768,0.1543038,9.049223,0.05819469,1,0
1715438544484,24.64753,0.1543029,9.049385,0.05819572,1,0
1715438544498,24.64753,0.1543029,9.049385,0.05819572,1,0
1715438544512,24.64753,0.1543029,9.049385,0.05819572,1,0
1715438544526,24.64753,0.1543029,9.049385,0.05819572,1,0
1715438544540,24.64635,0.154296,9.049592,0.05819704,1,0
1715438544554,24.64605,0.1542943,9.049464,0.05819622,1,0
1715438544568,24.64605,0.1542943,9.049385,0.05819572,1,0
1715438544583,24.64622,0.1542952,9.049494,0.05819641,1,0
1715438544596,24.64659,0.1542974,9.049985,0.05819954,1,0
1715438544610,24.64659,0.1542974,9.049985,0.05819954,1,0
1715438544625,24.64659,0.1542974,9.049985,0.05819954,1,0
1715438544638,24.64646,0.1542967,9.049992,0.05819959,1,0
1715438544652,24.64466,0.1542861,9.050559,0.05820321,1,0
1715438544666,24.64501,0.1542881,9.051103,0.05820667,1,0
1715438544680,24.64529,0.1542898,9.051494,0.05820917,1,0
1715438544694,24.64384,0.1542813,9.051517,0.05820931,1,0
1715438544708,24.64384,0.1542813,9.051517,0.05820931,1,0
1715438544722,24.64384,0.1542813,9.051517,0.05820931,1,0
1715438544736,24.64384,0.1542813,9.051517,0.05820931,1,0
1715438544750,24.64381,0.1542811,9.052945,0.05821842,1,0
1715438544764,24.644,0.1542822,9.053309,0.05822075,1,0
1715438544777,24.64259,0.1542739,9.053388,0.05822124,1,0
1715438544791,24.64197,0.1542703,9.053513,0.05822204,1,0
1715438544805,24.64182,0.1542694,9.053744,0.05822352,1,0
1715438544819,24.64182,0.1542694,9.053744,0.05822352,1,0
1715438544833,24.64182,0.1542694,9.053744,0.05822352,1,0
1715438544846,24.64211,0.1542711,9.054739,0.05822986,1,0
1715438544860,24.64176,0.154269,9.05485,0.05823057,1,0
1715438544875,24.64176,0.1542691,9.054946,0.05823119,1,0
1715438544889,24.64181,0.1542693,9.055217,0.05823291,1,0
1715438544903,24.64179,0.1542692,9.05549,0.05823465,1,0
1715438544916,24.64179,0.1542692,9.05549,0.05823465,1,0
1715438544930,24.64179,0.1542692,9.05549,0.05823465,1,0
1715438544944,24.64179,0.1542692,9.05549,0.05823465,1,0
1715438544958,24.64046,0.1542614,9.055833,0.05823684,1,0
1715438544973,24.64016,0.1542596,9.055853,0.05823697,1,0
1715438544987,24.63997,0.1542586,9.056089,0.05823847,1,0
1715438545001,24.64007,0.1542591,9.056464,0.05824087,1,0
1715438545015,24.63978,0.1542574,9.056567,0.05824152,1,0
1715438545029,24.63978,0.1542574,9.056567,0.05824152,1,0
1715438545043,24.63978,0.1542574,9.056567,0.05824152,1,0
1715438545058,24.63777,0.1542456,9.056441,0.05824072,1,0
1715438545072,24.63761,0.1542447,9.056806,0.05824304,1,0
1715438545085,24.63742,0.1542436,9.056821,0.05824314,1,0
1715438545100,24.63701,0.1542412,9.05686,0.05824339,1,0
1715438545113,24.63701,0.1542412,9.05686,0.05824339,1,0
1715438545127,24.63701,0.1542412,9.05686,0.05824339,1,0
1715438545141,24.63701,0.1542412,9.05686,0.05824339,1,0
1715438545156,24.63656,0.1542385,9.056919,0.05824377,1,0
1715438545169,24.63538,0.1542316,9.057329,0.05824638,1,0
1715438545183,24.63464,0.1542272,9.057202,0.05824558,1,0
1715438545198,24.63446,0.1542262,9.057144,0.0582452,1,0
1715438545211,24.63463,0.1542272,9.057325,0.05824636,1,0
1715438545225,24.63463,0.1542272,9.057325,0.05824636,1,0
1715438545239,24.63463,0.1542272,9.057325,0.05824636,1,0
1715438545254,24.63601,0.1542353,9.058643,0.05825476,1,0
1715438545268,24.63632,0.1542371,9.058803,0.05825578,1,0
1715438545281,24.63634,0.1542373,9.058999,0.05825703,1,0
1715438545296,24.63524,0.1542308,9.058673,0.05825495,1,0
1715438545309,24.63529,0.1542311,9.059114,0.05825777,1,0
1715438545323,24.63529,0.1542311,9.059114,0.05825777,1,0
1715438545338,24.63529,0.1542311,9.059114,0.05825777,1,0
1715438545351,24.63529,0.1542311,9.059114,0.05825777,1,0
1715438545365,24.635,0.1542294,9.059913,0.05826285,1,0
1715438545379,24.63409,0.154224,9.059863,0.05826254,1,0
1715438545393,24.6331,0.1542182,9.059649,0.05826118,1,0
1715438545407,24.6326,0.1542153,9.059998,0.0582634,1,0
1715438545420,24.6326,0.1542153,9.059998,0.0582634,1,0
1715438545435,24.6326,0.1542153,9.059998,0.0582634,1,0
1715438545449,24.6326,0.1542153,9.059998,0.0582634,1,0
1715438545461,24.63404,0.1542237,9.061722,0.05827439,1,0
1715438545475,24.63404,0.1542237,9.061722,0.05827439,1,0
1715438545490,24.6332,0.1542188,9.061523,0.05827313,1,0
1715438545503,24.6331,0.1542182,9.061851,0.05827522,1,0
1715438545517,24.63267,0.1542157,9.061918,0.05827564,1,0
1715438545531,24.63267,0.1542157,9.061918,0.05827564,1,0
1715438545544,24.63267,0.1542157,9.061918,0.05827564,1,0
1715438545558,24.63267,0.1542157,9.061918,0.05827564,1,0
1715438545573,24.6325,0.1542147,9.063035,0.05828277,1,0
1715438545586,24.63266,0.1542156,9.063338,0.0582847,1,0
1715438545599,24.6324,0.1542141,9.063297,0.05828444,1,0
1715438545613,24.63217,0.1542127,9.063558,0.0582861,1,0
1715438545625,24.63217,0.1542127,9.063558,0.0582861,1,0
1715438545635,24.63217,0.1542127,9.063558,0.0582861,1,0
1715438545646,24.63217,0.1542127,9.063558,0.0582861,1,0
1715438545654,24.63217,0.1542127,9.063558,0.0582861,1,0
1715438545664,24.63235,0.1542138,9.063725,0.05828717,1,0
1715438545673,24.63181,0.1542107,9.064253,0.05829054,1,0
1715438545683,24.63181,0.1542107,9.064253,0.05829054,1,0
1715438545691,24.63216,0.1542127,9.064828,0.0582942,1,0
1715438545701,24.63216,0.1542127,9.064828,0.0582942,1,0
1715438545711,24.63299,0.1542176,9.066051,0.058302,1,0
1715438545722,24.63299,0.1542176,9.066051,0.058302,1,0
1715438545732,24.63299,0.1542176,9.066051,0.058302,1,0
1715438545741,24.63299,0.1542176,9.066051,0.058302,1,0
1715438545753,24.63299,0.1542176,9.066051,0.058302,1,0
1715438545762,24.63299,0.1542176,9.066051,0.058302,1,0
1715438545771,24.63324,0.154219,9.067386,0.05831051,1,0
1715438545778,24.63384,0.1542225,9.068093,0.05831503,1,0
1715438545788,24.63384,0.1542225,9.068093,0.05831503,1,0
1715438545798,24.63383,0.1542225,9.068399,0.05831698,1,0
1715438545808,24.63286,0.1542168,9.068092,0.05831502,1,0
1715438545818,24.63286,0.1542168,9.068092,0.05831502,1,0
1715438545826,24.63139,0.1542082,9.067801,0.05831316,1,0
1715438545835,24.63139,0.1542082,9.067801,0.05831316,1,0
1715438545844,24.63139,0.1542082,9.067801,0.05831316,1,0
1715438545852,24.63139,0.1542082,9.067801,0.05831316,1,0
1715438545860,24.63139,0.1542082,9.067801,0.05831316,1,0
1715438545870,24.63013,0.1542008,9.06738,0.05831048,1,0
1715438545880,24.6341,0.1542241,9.069837,0.05832614,1,0
1715438545889,24.6341,0.1542241,9.069837,0.05832614,1,0
1715438545898,24.63322,0.1542189,9.069633,0.05832484,1,0
1715438545907,24.63322,0.1542189,9.069633,0.05832484,1,0
1715438545917,24.63113,0.1542067,9.069279,0.05832259,1,0
1715438545926,24.62982,0.154199,9.06917,0.05832189,1,0
1715438545937,24.62982,0.154199,9.06917,0.05832189,1,0
1715438545947,24.62982,0.154199,9.06917,0.05832189,1,0
1715438545958,24.62982,0.154199,9.06917,0.05832189,1,0
1715438545967,24.62982,0.154199,9.06917,0.05832189,1,0
1715438545975,24.63337,0.1542198,9.070972,0.05833339,1,0
1715438545984,24.63247,0.1542145,9.070611,0.05833108,1,0
1715438545993,24.6311,0.1542065,9.070351,0.05832942,1,0
1715438546002,24.6311,0.1542065,9.070351,0.05832942,1,0
1715438546012,24.63064,0.1542038,9.070509,0.05833043,1,0
1715438546021,24.63107,0.1542063,9.071208,0.05833489,1,0
1715438546030,24.63107,0.1542063,9.071208,0.05833489,1,0
1715438546038,24.63107,0.1542063,9.071208,0.05833489,1,0
1715438546046,24.63107,0.1542063,9.071208,0.05833489,1,0
1715438546058,24.63107,0.1542063,9.071208,0.05833489,1,0
1715438546067,24.63107,0.1542063,9.071208,0.05833489,1,0
1715438546075,24.63107,0.1542063,9.071208,0.05833489,1,0
1715438546084,24.63107,0.1542063,9.071208,0.05833489,1,0
1715438546093,24.63033,0.154202,9.072335,0.05834208,1,0
1715438546103,24.63058,0.1542034,9.072752,0.05834473,1,0
1715438546115,24.63036,0.1542021,9.072942,0.05834594,1,0
1715438546123,24.63036,0.1542021,9.072942,0.05834594,1,0
1715438546131,24.62993,0.1541996,9.072915,0.05834578,1,0
1715438546140,24.62993,0.1541996,9.072915,0.05834578,1,0
1715438546147,24.62993,0.1541996,9.072915,0.05834578,1,0
1715438546158,24.62993,0.1541996,9.072915,0.05834578,1,0
1715438546168,24.62993,0.1541996,9.072915,0.05834578,1,0
1715438546176,24.62943,0.1541967,9.07307,0.05834676,1,0
1715438546185,24.6292,0.1541953,9.073335,0.05834845,1,0
1715438546192,24.6292,0.1541953,9.073335,0.05834845,1,0
1715438546202,24.62815,0.1541892,9.073203,0.05834761,1,0
1715438546212,24.62757,0.1541857,9.073338,0.05834847,1,0
1715438546226,24.62769,0.1541864,9.073753,0.05835112,1,0
1715438546236,24.62822,0.1541896,9.074337,0.05835484,1,0
1715438546247,24.62822,0.1541896,9.074337,0.05835484,1,0
1715438546255,24.62822,0.1541896,9.074337,0.05835484,1,0
1715438546264,24.62822,0.1541896,9.074337,0.05835484,1,0
