1715250740130,0,0,0,0
1715250740200,0,0,0,0
1715250740213,0,0,0,0
1715250740233,0,0,0,0
1715250740253,0,0,0,0
1715250740275,0,0,0,0
1715250740289,0,0,0,0
1715250740303,0,0,0,0
1715250740321,0,0,0,0
1715250740336,0,0,0,0
1715250740356,0,0,0,0
1715250740376,0,0,0,0
1715250740388,0,0,0,0
1715250740407,0,0,0,0
1715250740422,0,0,0,0
1715250740436,0,0,0,0
1715250740448,0,0,0,0
1715250740461,0,0,0,0
1715250740475,0,0,0,0
1715250740543,0,0,0,0
1715250740562,0,0,0,0
1715250740604,0,0,0,0
1715250740616,0,0,0,0
1715250740631,0,0,0,0
1715250740646,0,0,0,0
1715250740659,0,0,0,0
1715250740681,0,0,0,0
1715250740695,0,0,0,0
1715250740711,0,0,0,0
1715250740725,0,0,0,0
1715250740738,0,0,0,0
1715250740751,0,0,0,0
1715250740763,0,0,0,0
1715250740776,0,0,0,0
1715250740789,0,0,0,0
1715250740804,0,0,0,0
1715250740820,0,0,0,0
1715250740839,0,0,0,0
1715250740856,0,0,0,0
1715250740873,0,0,0,0
1715250740886,0,0,0,0
1715250740899,0,0,0,0
1715250740913,0,0,0,0
1715250740928,0,0,0,0
1715250740942,0,0,0,0
1715250740958,0,0,0,0
1715250740970,0,0,0,0
1715250740985,0,0,0,0
1715250741000,0,0,0,0
1715250741015,0,0,0,0
1715250741032,0,0,0,0
1715250741048,0,0,0,0
1715250741066,0,0,0,0
1715250741082,0,0,0,0
1715250741100,0,0,0,0
1715250741118,0,0,0,0
1715250741133,0,0,0,0
1715250741148,0,0,0,0
1715250741163,0,0,0,0
1715250741179,0,0,0,0
1715250741196,0,0,0,0
1715250741212,0,0,0,0
1715250741227,0,0,0,0
1715250741242,0,0,0,0
1715250741257,0,0,0,0
1715250741271,0,0,0,0
1715250741286,0,0,0,0
1715250741302,0,0,0,0
1715250741319,0,0,0,0
1715250741336,0,0,0,0
1715250741354,0,0,0,0
1715250741371,0,0,0,0
1715250741388,0,0,0,0
1715250741403,0,0,0,0
1715250741421,0,0,0,0
1715250741436,0,0,0,0
1715250741451,0,0,0,0
1715250741467,0,0,0,0
1715250741482,0,0,0,0
1715250741497,0,0,0,0
1715250741513,0,0,0,0
1715250741528,0,0,0,0
1715250741546,0,0,0,0
1715250741564,0,0,0,0
1715250741580,0,0,0,0
1715250741598,0,0,0,0
1715250741614,0,0,0,0
1715250741630,0,0,0,0
1715250741647,0,0,0,0
1715250741665,0,0,0,0
1715250741679,0,0,0,0
1715250741695,0,0,0,0
1715250741708,0,0,0,0
1715250741723,0,0,0,0
1715250741738,0,0,0,0
1715250741754,0,0,0,0
1715250741769,0,0,0,0
1715250741785,0,0,0,0
1715250741800,0,0,0,0
1715250741816,0,0,0,0
1715250741833,0,0,0,0
1715250741848,0,0,0,0
1715250741864,0,0,0,0
1715250741879,0,0,0,0
1715250741895,0,0,0,0
1715250741907,0,0,0,0
1715250741922,0,0,0,0
1715250741936,0,0,0,0
1715250741950,0,0,0,0
1715250741965,0,0,0,0
1715250741977,0,0,0,0
1715250741990,0,0,0,0
1715250742002,0,0,0,0
1715250742015,0,0,0,0
1715250742027,0,0,0,0
1715250742040,0,0,0,0
1715250742055,0,0,0,0
1715250742066,0,0,0,0
1715250742081,0,0,0,0
1715250742094,0,0,0,0
1715250742107,0,0,0,0
1715250742120,0,0,0,0
1715250742133,0,0,0,0
1715250742145,0,0,0,0
1715250742158,0,0,0,0
1715250742174,0,0,0,0
1715250742189,0,0,0,0
1715250742204,0,0,0,0
1715250742219,0,0,0,0
1715250742233,0,0,0,0
1715250742247,0,0,0,0
1715250742261,0,0,0,0
1715250742275,0,0,0,0
1715250742289,0,0,0,0
1715250742302,0,0,0,0
1715250742314,0,0,0,0
1715250742327,0,0,0,0
1715250742341,0,0,0,0
1715250742355,0,0,0,0
1715250742371,0,0,0,0
1715250742384,0,0,0,0
1715250742397,0,0,0,0
1715250742413,0,0,0,0
1715250742429,0,0,0,0
1715250742445,0,0,0,0
1715250742459,0,0,0,0
1715250742474,0,0,0,0
1715250742490,0,0,0,0
1715250742503,0,0,0,0
1715250742516,0,0,0,0
1715250742529,0,0,0,0
1715250742542,0,0,0,0
1715250742555,0,0,0,0
1715250742567,0,0,0,0
1715250742579,0,0,0,0
1715250742591,0,0,0,0
1715250742604,0,0,0,0
1715250742620,0,0,0,0
1715250742631,0,0,0,0
1715250742644,0,0,0,0
1715250742658,0,0,0,0
1715250742673,0,0,0,0
1715250742685,0,0,0,0
1715250742698,0,0,0,0
1715250742717,0,0,0,0
1715250742758,0,0,0,0
1715250742781,0,0,0,0
1715250742799,0,0,0,0
1715250742820,0,0,0,0
1715250742840,0,0,0,0
1715250742862,0,0,0,0
1715250742879,0,0,0,0
1715250742896,0,0,0,0
1715250742912,0,0,0,0
1715250742925,0,0,0,0
1715250742939,0,0,0,0
1715250742954,0,0,0,0
