Timestamp,LeftRoll,LeftFootHeight,RightRoll,RightFootHeight,CntFtAboveStep,CntFtStep
1719804153553,0,0.01,0,0,0,0
1719804153653,0,0.01,0,0,0,0
1719804153719,0,0.01,0,0,0,0
1719804153743,0,0.01,0,0,0,0
1719804153768,0,0.01,0,0,0,0
1719804153818,0,0.01,0,0,0,0
1719804153878,0,0.01,0,0,0,0
1719804153923,0,0.01,0,0,0,0
1719804153965,0,0.01,0,0,0,0
1719804153995,0,0.01,0,0,0,0
1719804154018,0,0.01,0,0,0,0
1719804154042,0,0.01,0,0,0,0
1719804154067,0,0.01,0,0,0,0
1719804154093,0,0.01,0,0,0,0
1719804154116,0,0.01,0,0,0,0
1719804154145,0,0.01,0,0,0,0
1719804154186,0,0.01,0,0,0,0
1719804154211,0,0.01,0,0,0,0
1719804154244,0,0.01,0,0,0,0
1719804154268,0,0.01,0,0,0,0
1719804154298,0,0.01,0,0,0,0
1719804154361,0,0.01,0,0,0,0
1719804154393,0,0.01,0,0,0,0
1719804154474,0,0.01,0,0,0,0
1719804154508,0,0.01,0,0,0,0
1719804154542,0,0.01,0,0,0,0
1719804154568,0,0.01,0,0,0,0
1719804154595,0,0.01,0,0,0,0
1719804154627,0,0.01,0,0,0,0
1719804154655,0,0.01,0,0,0,0
1719804154690,0,0.01,0,0,0,0
1719804154717,0,0.01,0,0,0,0
1719804154752,0,0.01,0,0,0,0
1719804154779,0,0.01,0,0,0,0
1719804154812,0,0.01,0,0,0,0
1719804154841,0,0.01,0,0,0,0
1719804154876,0,0.01,0,0,0,0
1719804154938,0,0.01,0,0,0,0
1719804154987,0,0.01,0,0,0,0
1719804155053,0,0.01,0,0,0,0
1719804155079,0,0.01,0,0,0,0
1719804155112,0,0.01,0,0,0,0
1719804155141,0,0.01,0,0,0,0
1719804155174,0,0.01,0,0,0,0
1719804155229,0,0.01,0,0,0,0
1719804155250,0,0.01,0,0,0,0
1719804155273,0,0.01,0,0,0,0
1719804155322,0,0.01,0,0,0,0
1719804155349,0,0.01,0,0,0,0
1719804155385,0,0.01,0,0,0,0
1719804155415,0,0.01,0,0,0,0
1719804155448,0,0.01,0,0,0,0
1719804155486,0,0.01,0,0,0,0
1719804155516,0,0.01,0,0,0,0
1719804155545,0,0.01,0,0,0,0
1719804155575,0,0.01,0,0,0,0
1719804155604,0,0.01,0,0,0,0
1719804155630,0,0.01,0,0,0,0
1719804155659,0,0.01,0,0,0,0
1719804155684,0,0.01,0,0,0,0
1719804155709,0,0.01,0,0,0,0
1719804155750,0,0.01,0,0,0,0
1719804155774,0,0.01,0,0,0,0
1719804155802,0,0.01,0,0,0,0
1719804155835,0,0.01,0,0,0,0
1719804155858,0,0.01,0,0,0,0
1719804155885,0,0.01,0,0,0,0
1719804155915,0,0.01,0,0,0,0
1719804155948,0,0.01,0,0,0,0
1719804155978,0,0.01,0,0,0,0
1719804156022,0,0.01,0,0,0,0
1719804156046,0,0.01,0,0,0,0
1719804156089,0,0.01,0,0,0,0
1719804156116,0,0.01,0,0,0,0
1719804156147,0,0.01,0,0,0,0
1719804156176,0,0.01,0,0,0,0
1719804156202,0,0.01,0,0,0,0
1719804156228,0,0.01,0,0,0,0
1719804156271,0,0.01,0,0,0,0
1719804156295,0,0.01,0,0,0,0
