1715133385208,1.091245,0.1049216,0.7346991,-0.01345999,0.51986,0.8538592,-0.02210842
1715133385814,1.09467,0.1071504,0.7528693,0.04432937,0.5190724,0.8522298,-0.04799147
1715133385858,1.084989,0.2,0.9570276,0.03581182,0.4096509,0.9097511,-0.05706916
1715133385882,1.084954,0.0999999,0.7570505,0.03591949,0.409703,0.9097217,-0.05709661
1715133385896,1.084938,0.0999999,0.7570414,0.03602147,0.4097534,0.9096922,-0.05714095
1715133385913,1.084927,0.0999999,0.757035,0.03608589,0.409784,0.9096741,-0.05716782
1715133385925,1.084912,0.09999979,0.7570207,0.03619022,0.4098327,0.9096449,-0.05721809
1715133385938,1.084894,0.0999999,0.7570007,0.0363256,0.4098946,0.9096076,-0.05728341
1715133385951,1.08488,0.0999999,0.7569825,0.03644051,0.4099412,0.9095783,-0.05733898
1715133385966,1.084864,0.0999999,0.7569593,0.0365831,0.4099953,0.9095439,-0.05740815
1715133385980,1.084845,0.1000001,0.7569305,0.03675939,0.4100566,0.9095039,-0.05749144
1715133385994,1.084831,0.0999999,0.7569072,0.0369023,0.4100962,0.9094763,-0.05755598
1715133386008,1.084813,0.0999999,0.7568785,0.03708095,0.4101444,0.9094419,-0.0576358
1715133386022,1.084796,0.09999979,0.7568502,0.03726178,0.4101826,0.9094128,-0.05771165
1715133386036,1.08478,0.1000001,0.7568228,0.0374446,0.4102168,0.909385,-0.05778619
1715133386049,1.084762,0.1,0.7567943,0.03764051,0.410252,0.9093559,-0.05786517
1715133386064,1.084746,0.1000001,0.7567695,0.03782317,0.4102838,0.9093294,-0.05793774
1715133386077,1.08473,0.0999999,0.7567453,0.03801065,0.4103154,0.9093028,-0.05801188
1715133386091,1.084712,0.0999999,0.7567249,0.03818623,0.4103496,0.9092752,-0.05808488
1715133386105,1.084693,0.1000001,0.7567064,0.0383632,0.4103837,0.9092476,-0.05815884
1715133386118,1.084674,0.1000001,0.7566928,0.03852389,0.4104109,0.9092241,-0.05822931
1715133386132,1.084653,0.0999999,0.7566838,0.03866925,0.4104318,0.9092042,-0.05829673
1715133386147,1.084632,0.0999999,0.7566781,0.0388109,0.4104485,0.9091864,-0.05836219
1715133386161,1.084611,0.0999999,0.7566791,0.03892819,0.4104433,0.9091803,-0.05841716
1715133386175,1.084589,0.1000004,0.7566832,0.0390529,0.4104369,0.9091739,-0.05847575
1715133386188,1.084567,0.1000004,0.7566913,0.03917511,0.4104148,0.9091753,-0.05852796
1715133386204,1.084546,0.1000001,0.7567032,0.03929478,0.4103863,0.9091798,-0.05857694
1715133386218,1.084526,0.1,0.7567195,0.03941876,0.4103509,0.9091874,-0.05862562
1715133386235,1.084504,0.0999999,0.7567447,0.03956223,0.4102949,0.9092031,-0.05867591
1715133386246,1.084486,0.0999999,0.7567708,0.03968151,0.4102463,0.9092174,-0.05871872
1715133386274,1.084468,0.0999999,0.7568095,0.03980598,0.4101723,0.9092416,-0.05877156
1715133386302,1.084457,0.1000001,0.7568344,0.0398871,0.410124,0.9092575,-0.05880656
1715133386332,1.084442,0.1000004,0.7569057,0.04001345,0.4099915,0.9093063,-0.05888901
1715133386363,1.084439,0.0999999,0.7569944,0.04007408,0.4098384,0.9093684,-0.05895679
1715133386393,1.084451,0.1000001,0.7571152,0.0400511,0.409654,0.9094503,-0.0589925
1715133386423,1.084474,0.09999967,0.7572606,0.03994888,0.4094597,0.9095429,-0.05898139
1715133386451,1.084503,0.1,0.7574192,0.03981224,0.4092659,0.9096386,-0.05894813
1715133386478,1.084537,0.1,0.7575864,0.03967523,0.4090743,0.9097319,-0.05892605
1715133386504,1.084575,0.09999979,0.7577581,0.03956164,0.4088797,0.9098241,-0.05893259
1715133386532,1.084626,0.09999979,0.7579272,0.03947297,0.4086855,0.9099158,-0.05892118
1715133386560,1.084696,0.0999999,0.7581164,0.03938641,0.4084657,0.9100217,-0.05886754
1715133386587,1.084779,0.0999999,0.7583287,0.03929769,0.4082236,0.9101394,-0.05878663
1715133386615,1.084868,0.1000001,0.758553,0.03920508,0.4079894,0.910254,-0.05869805
1715133386642,1.084957,0.0999999,0.7587848,0.03910131,0.4078018,0.9103476,-0.05861889
1715133386671,1.085032,0.1000001,0.7590023,0.03898072,0.4077061,0.9103996,-0.05855866
1715133386698,1.085111,0.1,0.7592204,0.03885478,0.4076714,0.9104259,-0.05847271
1715133386725,1.085201,0.1,0.7594156,0.03877797,0.4076841,0.9104306,-0.05836593
1715133386753,1.0853,0.0999999,0.7595952,0.0387574,0.407732,0.910417,-0.05825569
1715133386781,1.085414,0.1000001,0.7597696,0.03878033,0.4078094,0.9103884,-0.0581474
1715133386809,1.085537,0.09999979,0.7599344,0.03882189,0.40791,0.9103478,-0.05805048
1715133386837,1.085668,0.09999967,0.7600916,0.03885452,0.4080415,0.9102924,-0.05797148
1715133386865,1.08581,0.1000001,0.7602454,0.03887975,0.4082204,0.9102142,-0.05792094
1715133386893,1.085959,0.1,0.7603971,0.03889016,0.4084379,0.9101183,-0.0578888
1715133386921,1.086107,0.1,0.7605395,0.03887772,0.4086656,0.910018,-0.05786763
1715133386949,1.086266,0.1,0.7606878,0.038838,0.4089079,0.9099121,-0.05784823
1715133386977,1.086424,0.1000001,0.7608293,0.03877508,0.4091345,0.9098143,-0.05782677
1715133387005,1.086585,0.1000001,0.7609656,0.03869014,0.4093468,0.9097245,-0.05779195
1715133387033,1.086764,0.1,0.7611083,0.03856001,0.4095586,0.9096386,-0.05772886
1715133387061,1.08695,0.0999999,0.7612517,0.03839153,0.4097663,0.9095572,-0.05765105
1715133387090,1.087133,0.0999999,0.7613896,0.0381992,0.4099566,0.9094846,-0.0575715
1715133387117,1.087314,0.0999999,0.7615216,0.0379909,0.4101219,0.9094233,-0.05750158
1715133387145,1.08749,0.0999999,0.7616472,0.03776957,0.4102508,0.9093773,-0.05745211
1715133387172,1.08766,0.1000001,0.76177,0.03754121,0.4103327,0.9093512,-0.05743229
1715133387201,1.087827,0.09999967,0.7618926,0.03729773,0.4103537,0.9093516,-0.05743513
1715133387228,1.088009,0.1,0.7620271,0.03701952,0.410333,0.9093708,-0.05745855
1715133387255,1.088196,0.0999999,0.762165,0.03672152,0.410291,0.9093996,-0.05749719
1715133387284,1.088388,0.1000004,0.7623069,0.03639857,0.4102557,0.9094259,-0.05753199
1715133387312,1.088588,0.1,0.762453,0.03605322,0.4102372,0.9094455,-0.05757551
1715133387340,1.088782,0.0999999,0.7625933,0.03571782,0.4102431,0.9094516,-0.05764499
1715133387368,1.088977,0.09999979,0.7627256,0.03540771,0.4102674,0.9094461,-0.05774972
1715133387394,1.08917,0.0999999,0.762845,0.03514685,0.4102848,0.9094411,-0.05786395
1715133387423,1.08937,0.09999979,0.7629544,0.0349315,0.4102904,0.9094391,-0.05798445
1715133387451,1.089566,0.09999979,0.7630504,0.03476396,0.4102795,0.9094434,-0.05809689
1715133387478,1.089776,0.1000001,0.7631415,0.03462531,0.4102466,0.9094567,-0.05820326
